Date,Gender,Ranking,Player,Country,Age,Points,Tournaments
31-12-2012,men,12,Juan Monaco,ARG,28,"2,430",24
31-12-2012,men,13,Milos Raonic,CAN,22,"2,380",24
31-12-2012,men,14,John Isner,USA,27,"2,215",26
31-12-2012,men,15,Marin Cilic,CRO,24,"2,210",23
31-12-2012,men,16,Gilles Simon,FRA,28,"2,165",27
31-12-2012,men,17,Stan Wawrinka,SUI,27,"1,900",22
31-12-2012,men,18,Alexandr Dolgopolov,UKR,24,"1,855",26
31-12-2012,men,19,Kei Nishikori,JPN,23,"1,830",23
31-12-2012,men,20,Philipp Kohlschreiber,GER,29,"1,770",27
31-12-2012,men,21,Tommy Haas,GER,34,"1,695",21
31-12-2012,men,22,Sam Querrey,USA,25,"1,650",28
31-12-2012,men,23,Andreas Seppi,ITA,28,"1,560",31
31-12-2012,men,24,Fernando Verdasco,ESP,29,"1,490",25
31-12-2012,men,25,Mikhail Youzhny,RUS,30,"1,335",25
31-12-2012,men,26,Jerzy Janowicz,POL,22,"1,299",22
31-12-2012,men,27,Mardy Fish,USA,31,"1,255",20
31-12-2012,men,28,Florian Mayer,GER,29,"1,215",28
31-12-2012,men,29,Jurgen Melzer,AUT,31,"1,177",25
31-12-2012,men,30,Martin Klizan,SVK,23,"1,175",24
31-12-2012,men,31,Radek Stepanek,CZE,34,"1,135",23
31-12-2012,men,32,Jeremy Chardy,FRA,25,"1,131",23
31-12-2012,men,33,Thomaz Bellucci,BRA,25,"1,112",26
31-12-2012,men,34,Marcel Granollers,ESP,26,"1,100",26
31-12-2012,men,35,Julien Benneteau,FRA,31,"1,075",26
31-12-2012,men,36,Marcos Baghdatis,CYP,27,"1,070",25
31-12-2012,men,37,Kevin Anderson,RSA,26,"1,065",27
31-12-2012,men,38,Viktor Troicki,SRB,26,"1,055",29
31-12-2012,men,39,Andy Roddick,USA,30,"1,015",24
31-12-2012,men,40,Feliciano Lopez,ESP,31,"1,005",29
31-12-2012,men,41,Jarkko Nieminen,FIN,31,927,29
31-12-2012,men,42,Pablo Andujar,ESP,26,915,30
31-12-2012,men,43,Denis Istomin,UZB,26,897,33
31-12-2012,men,44,Nikolay Davydenko,RUS,31,885,25
31-12-2012,men,45,Fabio Fognini,ITA,25,880,28
31-12-2012,men,46,David Goffin,BEL,22,868,25
31-12-2012,men,47,Benoit Paire,FRA,23,867,29
31-12-2012,men,48,Grigor Dimitrov,BUL,21,866,21
31-12-2012,men,49,Marinko Matosevic,AUS,27,845,28
31-12-2012,men,50,Albert Ramos-Vinolas,ESP,24,830,30
31-12-2012,men,51,Lukas Lacko,SVK,25,827,25
31-12-2012,men,52,Bernard Tomic,AUS,20,825,27
31-12-2012,men,53,Michael Llodra,FRA,32,823,18
31-12-2012,men,54,Alejandro Falla,COL,29,809,29
31-12-2012,men,55,Grega Zemlja,SLO,26,782,24
31-12-2012,men,56,Robin Haase,NED,25,780,29
31-12-2012,men,57,Santiago Giraldo,COL,25,778,23
31-12-2012,men,58,Paul-Henri Mathieu,FRA,30,763,24
31-12-2012,men,59,Yen-Hsun Lu,TPE,29,759,28
31-12-2012,men,60,Go Soeda,JPN,28,758,28
31-12-2012,men,61,Brian Baker,USA,27,756,23
31-12-2012,men,62,Victor Hanescu,ROU,31,753,26
31-12-2012,men,63,Xavier Malisse,BEL,32,746,27
31-12-2012,men,64,Paolo Lorenzi,ITA,31,744,31
31-12-2012,men,65,Benjamin Becker,GER,31,741,27
31-12-2012,men,66,Carlos Berlocq,ARG,29,720,32
31-12-2012,men,67,Gilles Muller,LUX,29,719,29
31-12-2012,men,68,Igor Sijsling,NED,25,712,23
31-12-2012,men,69,Ryan Harrison,USA,20,710,23
31-12-2012,men,70,Daniel Gimeno-Traver,ESP,27,704,29
31-12-2012,men,71,Leonardo Mayer,ARG,25,702,23
31-12-2012,men,72,Ivan Dodig,CRO,27,695,28
31-12-2012,men,73,Lukas Rosol,CZE,27,679,31
31-12-2012,men,74,Lukasz Kubot,POL,30,675,27
31-12-2012,men,75,Bjorn Phau,GER,33,668,25
31-12-2012,men,76,Guillermo Garcia-Lopez,ESP,29,667,29
31-12-2012,men,77,Gael Monfils,FRA,26,660,22
31-12-2012,men,78,Andrey Kuznetsov,RUS,21,660,23
31-12-2012,men,79,Tatsuma Ito,JPN,24,655,29
31-12-2012,men,80,Roberto Bautista Agut,ESP,24,648,25
31-12-2012,men,81,Evgeny Donskoy,RUS,22,637,27
31-12-2012,men,82,David Nalbandian,ARG,30,635,18
31-12-2012,men,83,Lleyton Hewitt,AUS,31,625,13
31-12-2012,men,84,Simone Bolelli,ITA,27,623,28
31-12-2012,men,85,Horacio Zeballos,ARG,27,615,27
31-12-2012,men,86,Aljaz Bedene,SLO,23,583,22
31-12-2012,men,87,Michael Russell,USA,34,582,29
31-12-2012,men,88,Filippo Volandri,ITA,31,582,33
31-12-2012,men,89,Jurgen Zopp,EST,24,579,22
31-12-2012,men,90,Olivier Rochus,BEL,31,577,32
31-12-2012,men,91,Ruben Ramirez Hidalgo,ESP,34,577,29
31-12-2012,men,92,Guillaume Rufin,FRA,22,574,27
31-12-2012,men,93,Steve Darcis,BEL,28,571,25
31-12-2012,men,94,Blaz Kavcic,SLO,25,569,29
31-12-2012,men,95,Flavio Cipolla,ITA,29,568,29
31-12-2012,men,96,Albert Montanes,ESP,32,565,26
31-12-2012,men,97,Guido Pella,ARG,22,564,22
31-12-2012,men,98,Tobias Kamke,GER,26,563,29
31-12-2012,men,99,Adrian Ungur,ROU,27,557,28
31-12-2012,men,100,Ivo Karlovic,CRO,33,556,20
02-12-2013,men,1,Rafael Nadal,ESP,27,"13,030",20
02-12-2013,men,2,Novak Djokovic,SRB,26,"12,260",18
02-12-2013,men,3,David Ferrer,ESP,31,"5,800",24
02-12-2013,men,4,Andy Murray,GBR,26,"5,790",19
02-12-2013,men,5,Juan Martin del Potro,ARG,25,"5,255",21
02-12-2013,men,6,Roger Federer,SUI,32,"4,205",19
02-12-2013,men,7,Tomas Berdych,CZE,28,"4,180",24
02-12-2013,men,8,Stan Wawrinka,SUI,28,"3,730",25
02-12-2013,men,9,Richard Gasquet,FRA,27,"3,300",25
02-12-2013,men,10,Jo-Wilfried Tsonga,FRA,28,"3,065",21
02-12-2013,men,11,Milos Raonic,CAN,22,"2,860",24
02-12-2013,men,12,Tommy Haas,GER,35,"2,435",26
02-12-2013,men,13,Nicolas Almagro,ESP,28,"2,290",23
02-12-2013,men,14,John Isner,USA,28,"2,150",26
02-12-2013,men,15,Mikhail Youzhny,RUS,31,"2,145",26
02-12-2013,men,16,Fabio Fognini,ITA,26,"1,930",29
02-12-2013,men,17,Kei Nishikori,JPN,23,"1,915",21
02-12-2013,men,18,Tommy Robredo,ESP,31,"1,810",24
02-12-2013,men,19,Gilles Simon,FRA,28,"1,790",25
02-12-2013,men,20,Kevin Anderson,RSA,27,"1,685",23
02-12-2013,men,21,Jerzy Janowicz,POL,23,"1,615",21
02-12-2013,men,22,Philipp Kohlschreiber,GER,30,"1,525",27
02-12-2013,men,23,Grigor Dimitrov,BUL,22,"1,520",24
02-12-2013,men,24,Ernests Gulbis,LAT,25,"1,393",23
02-12-2013,men,25,Andreas Seppi,ITA,29,"1,360",29
02-12-2013,men,26,Benoit Paire,FRA,24,"1,345",32
02-12-2013,men,27,Jurgen Melzer,AUT,32,"1,315",27
02-12-2013,men,28,Feliciano Lopez,ESP,32,"1,310",22
02-12-2013,men,29,Dmitry Tursunov,RUS,30,"1,244",22
02-12-2013,men,30,Fernando Verdasco,ESP,30,"1,235",25
02-12-2013,men,31,Gael Monfils,FRA,27,"1,230",24
02-12-2013,men,32,Vasek Pospisil,CAN,23,"1,219",26
02-12-2013,men,33,Ivan Dodig,CRO,28,"1,190",25
02-12-2013,men,34,Jeremy Chardy,FRA,26,"1,175",25
02-12-2013,men,35,Julien Benneteau,FRA,31,"1,160",25
02-12-2013,men,36,Janko Tipsarevic,SRB,29,"1,130",27
02-12-2013,men,37,Marin Cilic,CRO,25,"1,130",21
02-12-2013,men,38,Marcel Granollers,ESP,27,"1,110",26
02-12-2013,men,39,Jarkko Nieminen,FIN,32,"1,090",29
02-12-2013,men,40,Florian Mayer,GER,30,"1,065",29
02-12-2013,men,41,Carlos Berlocq,ARG,30,"1,020",26
02-12-2013,men,42,Juan Monaco,ARG,29,"1,015",26
02-12-2013,men,43,Robin Haase,NED,26,977,29
02-12-2013,men,44,Radek Stepanek,CZE,35,970,22
02-12-2013,men,45,Denis Istomin,UZB,27,965,30
02-12-2013,men,46,Sam Querrey,USA,26,960,25
02-12-2013,men,47,Lukas Rosol,CZE,28,956,33
02-12-2013,men,48,Pablo Andujar,ESP,27,946,32
02-12-2013,men,49,Joao Sousa,POR,24,934,24
02-12-2013,men,50,Nicolas Mahut,FRA,31,918,18
02-12-2013,men,51,Bernard Tomic,AUS,21,910,26
02-12-2013,men,52,Edouard Roger-Vasselin,FRA,30,908,28
02-12-2013,men,53,Nikolay Davydenko,RUS,32,890,25
02-12-2013,men,54,Daniel Brands,GER,26,836,24
02-12-2013,men,55,Federico Delbonis,ARG,23,836,20
02-12-2013,men,56,Horacio Zeballos,ARG,28,835,29
02-12-2013,men,57,Alexandr Dolgopolov,UKR,25,825,27
02-12-2013,men,58,Roberto Bautista Agut,ESP,25,810,24
02-12-2013,men,59,Adrian Mannarino,FRA,25,784,27
02-12-2013,men,60,Lleyton Hewitt,AUS,32,780,19
02-12-2013,men,61,Marinko Matosevic,AUS,28,774,25
02-12-2013,men,62,Guillermo Garcia-Lopez,ESP,30,768,26
02-12-2013,men,63,Albert Montanes,ESP,33,766,24
02-12-2013,men,64,Pablo Carreno Busta,ESP,22,739,29
02-12-2013,men,65,Yen-Hsun Lu,TPE,30,730,27
02-12-2013,men,66,Michal Przysiezny,POL,29,730,26
02-12-2013,men,67,Mikhail Kukushkin,KAZ,25,721,22
02-12-2013,men,68,Matthew Ebden,AUS,26,706,28
02-12-2013,men,69,Santiago Giraldo,COL,26,703,31
02-12-2013,men,70,Igor Sijsling,NED,26,697,29
02-12-2013,men,71,Filippo Volandri,ITA,32,694,25
02-12-2013,men,72,Lukasz Kubot,POL,31,686,24
02-12-2013,men,73,Dudi Sela,ISR,28,681,21
02-12-2013,men,74,Tobias Kamke,GER,27,663,27
02-12-2013,men,75,Viktor Troicki,SRB,27,660,23
02-12-2013,men,76,Teymuraz Gabashvili,RUS,28,651,30
02-12-2013,men,77,Daniel Gimeno-Traver,ESP,28,650,30
02-12-2013,men,78,Ivo Karlovic,CRO,34,647,20
02-12-2013,men,79,Benjamin Becker,GER,32,637,32
02-12-2013,men,80,Victor Hanescu,ROU,32,636,27
02-12-2013,men,81,Lukas Lacko,SVK,26,625,26
02-12-2013,men,82,Andrey Golubev,KAZ,26,620,25
02-12-2013,men,83,Albert Ramos-Vinolas,ESP,25,617,27
02-12-2013,men,84,Kenny De Schepper,FRA,26,617,32
02-12-2013,men,85,Jiri Vesely,CZE,20,616,22
02-12-2013,men,86,Julian Reister,GER,27,612,20
02-12-2013,men,87,Marcos Baghdatis,CYP,28,605,24
02-12-2013,men,88,Alex Bogomolov Jr.,RUS,30,605,22
02-12-2013,men,89,Tim Smyczek,USA,25,600,28
02-12-2013,men,90,Somdev Devvarman,IND,28,599,21
02-12-2013,men,91,Alejandro Gonzalez,COL,24,597,22
02-12-2013,men,92,Michael Russell,USA,35,594,31
02-12-2013,men,93,Aleksandr Nedovyesov,KAZ,26,586,28
02-12-2013,men,94,Leonardo Mayer,ARG,26,579,25
02-12-2013,men,95,Aljaz Bedene,SLO,24,573,23
02-12-2013,men,96,Donald Young,USA,24,569,22
02-12-2013,men,97,Bradley Klahn,USA,23,568,26
02-12-2013,men,98,Sergiy Stakhovsky,UKR,27,554,30
02-12-2013,men,99,Alejandro Falla,COL,30,552,24
02-12-2013,men,100,Jesse Huta Galung,NED,28,551,28
09-12-2013,men,1,Rafael Nadal,ESP,27,"13,030",20
09-12-2013,men,2,Novak Djokovic,SRB,26,"12,260",18
09-12-2013,men,3,David Ferrer,ESP,31,"5,800",24
09-12-2013,men,4,Andy Murray,GBR,26,"5,790",19
09-12-2013,men,5,Juan Martin del Potro,ARG,25,"5,255",21
09-12-2013,men,6,Roger Federer,SUI,32,"4,205",19
09-12-2013,men,7,Tomas Berdych,CZE,28,"4,180",24
09-12-2013,men,8,Stan Wawrinka,SUI,28,"3,730",25
09-12-2013,men,9,Richard Gasquet,FRA,27,"3,300",25
09-12-2013,men,10,Jo-Wilfried Tsonga,FRA,28,"3,065",21
09-12-2013,men,11,Milos Raonic,CAN,22,"2,860",24
09-12-2013,men,12,Tommy Haas,GER,35,"2,435",26
09-12-2013,men,13,Nicolas Almagro,ESP,28,"2,290",23
09-12-2013,men,14,John Isner,USA,28,"2,150",26
09-12-2013,men,15,Mikhail Youzhny,RUS,31,"2,145",26
09-12-2013,men,16,Fabio Fognini,ITA,26,"1,930",29
09-12-2013,men,17,Kei Nishikori,JPN,23,"1,915",21
09-12-2013,men,18,Tommy Robredo,ESP,31,"1,810",24
09-12-2013,men,19,Gilles Simon,FRA,28,"1,790",25
09-12-2013,men,20,Kevin Anderson,RSA,27,"1,685",23
09-12-2013,men,21,Jerzy Janowicz,POL,23,"1,615",21
09-12-2013,men,22,Philipp Kohlschreiber,GER,30,"1,525",27
09-12-2013,men,23,Grigor Dimitrov,BUL,22,"1,520",24
09-12-2013,men,24,Ernests Gulbis,LAT,25,"1,393",23
09-12-2013,men,25,Andreas Seppi,ITA,29,"1,360",29
09-12-2013,men,26,Benoit Paire,FRA,24,"1,345",32
09-12-2013,men,27,Jurgen Melzer,AUT,32,"1,315",27
09-12-2013,men,28,Feliciano Lopez,ESP,32,"1,310",22
09-12-2013,men,29,Dmitry Tursunov,RUS,30,"1,244",22
09-12-2013,men,30,Fernando Verdasco,ESP,30,"1,235",25
09-12-2013,men,31,Gael Monfils,FRA,27,"1,230",24
09-12-2013,men,32,Vasek Pospisil,CAN,23,"1,219",26
09-12-2013,men,33,Ivan Dodig,CRO,28,"1,190",25
09-12-2013,men,34,Jeremy Chardy,FRA,26,"1,175",25
09-12-2013,men,35,Julien Benneteau,FRA,31,"1,160",25
09-12-2013,men,36,Janko Tipsarevic,SRB,29,"1,130",27
09-12-2013,men,37,Marin Cilic,CRO,25,"1,130",21
09-12-2013,men,38,Marcel Granollers,ESP,27,"1,110",26
09-12-2013,men,39,Jarkko Nieminen,FIN,32,"1,090",29
09-12-2013,men,40,Florian Mayer,GER,30,"1,065",29
09-12-2013,men,41,Carlos Berlocq,ARG,30,"1,020",26
09-12-2013,men,42,Juan Monaco,ARG,29,"1,015",26
09-12-2013,men,43,Robin Haase,NED,26,977,29
09-12-2013,men,44,Radek Stepanek,CZE,35,970,22
09-12-2013,men,45,Denis Istomin,UZB,27,965,30
09-12-2013,men,46,Sam Querrey,USA,26,960,25
09-12-2013,men,47,Lukas Rosol,CZE,28,956,33
09-12-2013,men,48,Pablo Andujar,ESP,27,946,32
09-12-2013,men,49,Joao Sousa,POR,24,934,24
09-12-2013,men,50,Nicolas Mahut,FRA,31,918,18
09-12-2013,men,51,Bernard Tomic,AUS,21,910,26
09-12-2013,men,52,Edouard Roger-Vasselin,FRA,30,908,28
09-12-2013,men,53,Nikolay Davydenko,RUS,32,890,25
09-12-2013,men,54,Daniel Brands,GER,26,836,24
09-12-2013,men,55,Federico Delbonis,ARG,23,836,20
09-12-2013,men,56,Horacio Zeballos,ARG,28,835,29
09-12-2013,men,57,Alexandr Dolgopolov,UKR,25,825,27
09-12-2013,men,58,Roberto Bautista Agut,ESP,25,810,24
09-12-2013,men,59,Adrian Mannarino,FRA,25,784,27
09-12-2013,men,60,Lleyton Hewitt,AUS,32,780,19
09-12-2013,men,61,Marinko Matosevic,AUS,28,774,25
09-12-2013,men,62,Guillermo Garcia-Lopez,ESP,30,768,26
09-12-2013,men,63,Albert Montanes,ESP,33,766,24
09-12-2013,men,64,Pablo Carreno Busta,ESP,22,739,28
09-12-2013,men,65,Yen-Hsun Lu,TPE,30,730,27
09-12-2013,men,66,Michal Przysiezny,POL,29,730,26
09-12-2013,men,67,Mikhail Kukushkin,KAZ,25,721,22
09-12-2013,men,68,Matthew Ebden,AUS,26,706,28
09-12-2013,men,69,Santiago Giraldo,COL,26,703,31
09-12-2013,men,70,Igor Sijsling,NED,26,697,29
09-12-2013,men,71,Filippo Volandri,ITA,32,694,25
09-12-2013,men,72,Lukasz Kubot,POL,31,686,24
09-12-2013,men,73,Dudi Sela,ISR,28,681,21
09-12-2013,men,74,Tobias Kamke,GER,27,663,27
09-12-2013,men,75,Viktor Troicki,SRB,27,660,23
09-12-2013,men,76,Teymuraz Gabashvili,RUS,28,651,30
09-12-2013,men,77,Daniel Gimeno-Traver,ESP,28,650,30
09-12-2013,men,78,Ivo Karlovic,CRO,34,647,20
09-12-2013,men,79,Benjamin Becker,GER,32,637,32
09-12-2013,men,80,Victor Hanescu,ROU,32,636,27
09-12-2013,men,81,Lukas Lacko,SVK,26,625,26
09-12-2013,men,82,Andrey Golubev,KAZ,26,620,25
09-12-2013,men,83,Albert Ramos-Vinolas,ESP,25,617,27
09-12-2013,men,84,Kenny De Schepper,FRA,26,617,32
09-12-2013,men,85,Jiri Vesely,CZE,20,616,22
09-12-2013,men,86,Julian Reister,GER,27,612,20
09-12-2013,men,87,Marcos Baghdatis,CYP,28,605,24
09-12-2013,men,88,Alex Bogomolov Jr.,RUS,30,605,22
09-12-2013,men,89,Tim Smyczek,USA,25,600,28
09-12-2013,men,90,Somdev Devvarman,IND,28,599,21
09-12-2013,men,91,Alejandro Gonzalez,COL,24,597,22
09-12-2013,men,92,Michael Russell,USA,35,594,31
09-12-2013,men,93,Aleksandr Nedovyesov,KAZ,26,586,28
09-12-2013,men,94,Leonardo Mayer,ARG,26,579,25
09-12-2013,men,95,Aljaz Bedene,SLO,24,573,23
09-12-2013,men,96,Donald Young,USA,24,569,22
09-12-2013,men,97,Bradley Klahn,USA,23,568,26
09-12-2013,men,98,Sergiy Stakhovsky,UKR,27,554,30
09-12-2013,men,99,Alejandro Falla,COL,30,552,24
09-12-2013,men,100,Ryan Harrison,USA,21,549,28
16-12-2013,men,1,Rafael Nadal,ESP,27,"13,030",20
16-12-2013,men,2,Novak Djokovic,SRB,26,"12,260",18
16-12-2013,men,3,David Ferrer,ESP,31,"5,800",24
16-12-2013,men,4,Andy Murray,GBR,26,"5,790",19
16-12-2013,men,5,Juan Martin del Potro,ARG,25,"5,255",21
16-12-2013,men,6,Roger Federer,SUI,32,"4,205",19
16-12-2013,men,7,Tomas Berdych,CZE,28,"4,180",24
16-12-2013,men,8,Stan Wawrinka,SUI,28,"3,730",25
16-12-2013,men,9,Richard Gasquet,FRA,27,"3,300",25
16-12-2013,men,10,Jo-Wilfried Tsonga,FRA,28,"3,065",21
16-12-2013,men,11,Milos Raonic,CAN,22,"2,860",24
16-12-2013,men,12,Tommy Haas,GER,35,"2,435",26
16-12-2013,men,13,Nicolas Almagro,ESP,28,"2,290",23
16-12-2013,men,14,John Isner,USA,28,"2,150",26
16-12-2013,men,15,Mikhail Youzhny,RUS,31,"2,145",26
16-12-2013,men,16,Fabio Fognini,ITA,26,"1,930",29
16-12-2013,men,17,Kei Nishikori,JPN,23,"1,915",21
16-12-2013,men,18,Tommy Robredo,ESP,31,"1,810",24
16-12-2013,men,19,Gilles Simon,FRA,28,"1,790",25
16-12-2013,men,20,Kevin Anderson,RSA,27,"1,685",23
16-12-2013,men,21,Jerzy Janowicz,POL,23,"1,615",21
16-12-2013,men,22,Philipp Kohlschreiber,GER,30,"1,525",27
16-12-2013,men,23,Grigor Dimitrov,BUL,22,"1,520",24
16-12-2013,men,24,Ernests Gulbis,LAT,25,"1,393",23
16-12-2013,men,25,Andreas Seppi,ITA,29,"1,360",29
16-12-2013,men,26,Benoit Paire,FRA,24,"1,345",32
16-12-2013,men,27,Jurgen Melzer,AUT,32,"1,315",27
16-12-2013,men,28,Feliciano Lopez,ESP,32,"1,310",22
16-12-2013,men,29,Dmitry Tursunov,RUS,31,"1,244",22
16-12-2013,men,30,Fernando Verdasco,ESP,30,"1,235",25
16-12-2013,men,31,Gael Monfils,FRA,27,"1,230",24
16-12-2013,men,32,Vasek Pospisil,CAN,23,"1,219",26
16-12-2013,men,33,Ivan Dodig,CRO,28,"1,190",25
16-12-2013,men,34,Jeremy Chardy,FRA,26,"1,175",25
16-12-2013,men,35,Julien Benneteau,FRA,31,"1,160",25
16-12-2013,men,36,Janko Tipsarevic,SRB,29,"1,130",27
16-12-2013,men,37,Marin Cilic,CRO,25,"1,130",21
16-12-2013,men,38,Marcel Granollers,ESP,27,"1,110",26
16-12-2013,men,39,Jarkko Nieminen,FIN,32,"1,090",29
16-12-2013,men,40,Florian Mayer,GER,30,"1,065",29
16-12-2013,men,41,Carlos Berlocq,ARG,30,"1,020",26
16-12-2013,men,42,Juan Monaco,ARG,29,"1,015",26
16-12-2013,men,43,Robin Haase,NED,26,977,29
16-12-2013,men,44,Radek Stepanek,CZE,35,970,22
16-12-2013,men,45,Denis Istomin,UZB,27,965,30
16-12-2013,men,46,Sam Querrey,USA,26,960,25
16-12-2013,men,47,Lukas Rosol,CZE,28,956,33
16-12-2013,men,48,Pablo Andujar,ESP,27,946,32
16-12-2013,men,49,Joao Sousa,POR,24,934,24
16-12-2013,men,50,Nicolas Mahut,FRA,31,918,18
16-12-2013,men,51,Bernard Tomic,AUS,21,910,26
16-12-2013,men,52,Edouard Roger-Vasselin,FRA,30,908,28
16-12-2013,men,53,Nikolay Davydenko,RUS,32,890,25
16-12-2013,men,54,Daniel Brands,GER,26,836,24
16-12-2013,men,55,Federico Delbonis,ARG,23,836,20
16-12-2013,men,56,Horacio Zeballos,ARG,28,835,29
16-12-2013,men,57,Alexandr Dolgopolov,UKR,25,825,27
16-12-2013,men,58,Roberto Bautista Agut,ESP,25,810,24
16-12-2013,men,59,Adrian Mannarino,FRA,25,784,27
16-12-2013,men,60,Lleyton Hewitt,AUS,32,780,19
16-12-2013,men,61,Marinko Matosevic,AUS,28,774,25
16-12-2013,men,62,Guillermo Garcia-Lopez,ESP,30,768,26
16-12-2013,men,63,Albert Montanes,ESP,33,766,24
16-12-2013,men,64,Pablo Carreno Busta,ESP,22,739,28
16-12-2013,men,65,Yen-Hsun Lu,TPE,30,730,27
16-12-2013,men,66,Michal Przysiezny,POL,29,730,26
16-12-2013,men,67,Mikhail Kukushkin,KAZ,25,721,22
16-12-2013,men,68,Matthew Ebden,AUS,26,706,28
16-12-2013,men,69,Santiago Giraldo,COL,26,703,31
16-12-2013,men,70,Igor Sijsling,NED,26,697,29
16-12-2013,men,71,Filippo Volandri,ITA,32,694,25
16-12-2013,men,72,Lukasz Kubot,POL,31,686,24
16-12-2013,men,73,Dudi Sela,ISR,28,681,21
16-12-2013,men,74,Tobias Kamke,GER,27,663,27
16-12-2013,men,75,Viktor Troicki,SRB,27,660,23
16-12-2013,men,76,Teymuraz Gabashvili,RUS,28,651,30
16-12-2013,men,77,Daniel Gimeno-Traver,ESP,28,650,30
16-12-2013,men,78,Ivo Karlovic,CRO,34,647,20
16-12-2013,men,79,Benjamin Becker,GER,32,637,32
16-12-2013,men,80,Victor Hanescu,ROU,32,636,27
16-12-2013,men,81,Lukas Lacko,SVK,26,625,26
16-12-2013,men,82,Andrey Golubev,KAZ,26,620,25
16-12-2013,men,83,Albert Ramos-Vinolas,ESP,25,617,27
16-12-2013,men,84,Kenny De Schepper,FRA,26,617,32
16-12-2013,men,85,Jiri Vesely,CZE,20,616,22
16-12-2013,men,86,Julian Reister,GER,27,612,20
16-12-2013,men,87,Marcos Baghdatis,CYP,28,605,24
16-12-2013,men,88,Alex Bogomolov Jr.,RUS,30,605,22
16-12-2013,men,89,Tim Smyczek,USA,25,600,28
16-12-2013,men,90,Somdev Devvarman,IND,28,599,21
16-12-2013,men,91,Alejandro Gonzalez,COL,24,597,22
16-12-2013,men,92,Michael Russell,USA,35,594,31
16-12-2013,men,93,Aleksandr Nedovyesov,KAZ,26,586,28
16-12-2013,men,94,Leonardo Mayer,ARG,26,579,25
16-12-2013,men,95,Aljaz Bedene,SLO,24,573,23
16-12-2013,men,96,Donald Young,USA,24,569,22
16-12-2013,men,97,Bradley Klahn,USA,23,568,26
16-12-2013,men,98,Sergiy Stakhovsky,UKR,27,554,30
16-12-2013,men,99,Alejandro Falla,COL,30,552,24
16-12-2013,men,100,Ryan Harrison,USA,21,549,28
23-12-2013,men,1,Rafael Nadal,ESP,27,"13,030",20
23-12-2013,men,2,Novak Djokovic,SRB,26,"12,260",18
23-12-2013,men,3,David Ferrer,ESP,31,"5,800",24
23-12-2013,men,4,Andy Murray,GBR,26,"5,790",19
23-12-2013,men,5,Juan Martin del Potro,ARG,25,"5,255",21
23-12-2013,men,6,Roger Federer,SUI,32,"4,205",19
23-12-2013,men,7,Tomas Berdych,CZE,28,"4,180",24
23-12-2013,men,8,Stan Wawrinka,SUI,28,"3,730",25
23-12-2013,men,9,Richard Gasquet,FRA,27,"3,300",25
23-12-2013,men,10,Jo-Wilfried Tsonga,FRA,28,"3,065",21
23-12-2013,men,11,Milos Raonic,CAN,22,"2,860",24
23-12-2013,men,12,Tommy Haas,GER,35,"2,435",26
23-12-2013,men,13,Nicolas Almagro,ESP,28,"2,290",23
23-12-2013,men,14,John Isner,USA,28,"2,150",26
23-12-2013,men,15,Mikhail Youzhny,RUS,31,"2,145",26
23-12-2013,men,16,Fabio Fognini,ITA,26,"1,930",29
23-12-2013,men,17,Kei Nishikori,JPN,23,"1,915",21
23-12-2013,men,18,Tommy Robredo,ESP,31,"1,810",24
23-12-2013,men,19,Gilles Simon,FRA,28,"1,790",25
23-12-2013,men,20,Kevin Anderson,RSA,27,"1,685",23
23-12-2013,men,21,Jerzy Janowicz,POL,23,"1,615",21
23-12-2013,men,22,Philipp Kohlschreiber,GER,30,"1,525",27
23-12-2013,men,23,Grigor Dimitrov,BUL,22,"1,520",24
23-12-2013,men,24,Ernests Gulbis,LAT,25,"1,393",23
23-12-2013,men,25,Andreas Seppi,ITA,29,"1,360",29
23-12-2013,men,26,Benoit Paire,FRA,24,"1,345",32
23-12-2013,men,27,Jurgen Melzer,AUT,32,"1,315",27
23-12-2013,men,28,Feliciano Lopez,ESP,32,"1,310",22
23-12-2013,men,29,Dmitry Tursunov,RUS,31,"1,244",22
23-12-2013,men,30,Fernando Verdasco,ESP,30,"1,235",25
23-12-2013,men,31,Gael Monfils,FRA,27,"1,230",24
23-12-2013,men,32,Vasek Pospisil,CAN,23,"1,219",26
23-12-2013,men,33,Ivan Dodig,CRO,28,"1,190",25
23-12-2013,men,34,Jeremy Chardy,FRA,26,"1,175",25
23-12-2013,men,35,Julien Benneteau,FRA,32,"1,160",25
23-12-2013,men,36,Janko Tipsarevic,SRB,29,"1,130",27
23-12-2013,men,37,Marin Cilic,CRO,25,"1,130",21
23-12-2013,men,38,Marcel Granollers,ESP,27,"1,110",26
23-12-2013,men,39,Jarkko Nieminen,FIN,32,"1,090",29
23-12-2013,men,40,Florian Mayer,GER,30,"1,065",29
23-12-2013,men,41,Carlos Berlocq,ARG,30,"1,020",26
23-12-2013,men,42,Juan Monaco,ARG,29,"1,015",26
23-12-2013,men,43,Robin Haase,NED,26,977,29
23-12-2013,men,44,Radek Stepanek,CZE,35,970,22
23-12-2013,men,45,Denis Istomin,UZB,27,965,30
23-12-2013,men,46,Sam Querrey,USA,26,960,25
23-12-2013,men,47,Lukas Rosol,CZE,28,956,33
23-12-2013,men,48,Pablo Andujar,ESP,27,946,32
23-12-2013,men,49,Joao Sousa,POR,24,934,24
23-12-2013,men,50,Nicolas Mahut,FRA,31,918,18
